sofifa_id,short_name
242453,S. van den Berg
242452,C. Lindley
242450,Y. Andia
242449,J. Caballero
242447,T. Baya
242444,João Félix
242434,C. Jones
242433,C. Akono
242431,S. Friede
242430,S. van Dijck
242429,L. Cacace
242427,A. Mora
242426,E. Cetre
242420,V. Millico
242419,B. Njie
242414,Yao Junsheng
242413,A. Rizzo
242412,M. Mihojević
242409,Jin Hui
242408,Bikoro
242405,A. Ouattara
242402,A. Eisa
242399,O. Macías
242395,W. Semedo
242393,B. Hussein
242392,G. Magnani
242391,M. Pattier
242390,Tomás Reymão
242384,Douglas
242383,S. Lorenz
242382,L. Ashby-Hammond
242380,Stephen Eustáquio
242374,M. Barrow
242365,A. Barlow
242359,Jorge Fernandes
242358,R. Sadiku
242356,A. Bianchimano
242352,A. Attiah
242351,T. Bunmathan
242350,R. Kapić
242348,Loren
242347,I. Angking
242345,G. Fuentes
242343,N. Thaller
242342,G. Lódico
242341,O. Mihálik
242340,A. Mulenga
242339,E. López
242336,Aguado
242334,J. Lindsey
242332,G. Busio
242328,N. Stierlin
242327,X. Mlambo
242325,M. Edjouma
242324,G. Robail
242322,M. Miller
242319,E. Zehir
242317,A. Antilef
242312,A. Adam
242307,C. Núñez
242306,G. Soto
242305,J. Olufsen
242303,F. Torres
242302,B. Servania
242301,J. Beaulieu
242298,E. Opoku
242294,J. Cacciabue
242291,K. Brünker
242289,C. Hazard
242287,F. Ortega
242285,N. Watson
242280,L. Ferguson
242276,Wang Ziming
242272,M. Ogkmpoe
242271,A. Irving
242270,N. Špalek
242269,Felipe Curcio
242267,J. Campuzano
242266,E. Bansen
242265,M. Obafemi
242262,M. Karlsson
242258,H. Biggins
242257,Jon Bakero
242256,E. Calvillo
242254,E. Valla Dønnem
242253,M. Toye
242252,M. Lenes
242251,T. Amos
242250,G. Verón
242249,F. Vera
242246,T. Al Otaibi
242245,F. Al Rashidi
242241,P. Niyongabire
242240,L. D'Arrigo
242238,O. Solet
242236,Ferro
242230,J. Lennon
242229,B. Maher
242225,J. Issa
242223,A. Al Hamdan
242222,L. Selahi
242221,A. Al Nemer
242219,R. Iio
242217,E. Kayembe
242216,F. Varela
242214,J. Sands
242213,D. Asonganyi
242212,L. Hannant
242211,H. Woods
242204,C. Kouan
242202,F. Druijf
242201,Luis Milla
242200,T. Rönning
242198,A. Kabashi
242197,M. Ndione
242196,M. Real
242195,M. McKenzie
242193,D. Padilla
242191,M. Ćavar
242188,Anderson Emanuel
242187,C. Baumgartner
242184,A. Amade
242183,D. Otto
242181,Neto Borges
242179,Y. Fofana
242176,J. Buitrago
242166,A. Layouni
242165,R. Hauge
242164,E. Kupen
242163,M. Cavalleri
242162,H. Evjen
242160,M. Lode
242159,Ricardo Friedrich
242158,A. Rodríguez
242155,J. Marulanda
242154,A. Thurgate
242150,S. Laitinen
242149,K. Kouassivi-Benissan
242147,W. Piñones
242139,T. Kallevåg
242134,G. Vetti
242132,D. Sánchez
242129,R. Lemus
242119,X. Amaechi
242118,S. Córdova
242117,A. Ghareeb
242116,M. Etuin
242114,I. Mahnashi
242112,E. Bello
242110,S. Sosa
242106,M. Al Sharimi
242104,A. Ordagić
242103,E. Kalsaas
242102,F. Mayer
242101,Lee Keun Ho
242100,Yoo Ji Ha
242099,J. Pérez
242092,R. Alm
242090,O. Solbakken
242089,G. Walker
242088,Y. Wakizaka
242087,H. Morita
242086,M. Sutton
242085,M. Virtue
242084,Carlos Miguel
242081,A. Almendra
242079,K. Bistrović
242075,J. Sargent
242073,J. Blazquez
242071,Borja Llarena
242069,J. Sierra
242062,H. Finndell
242061,T. Ogiwara
242060,A. Al Fiqi
242058,K. Shibato
242056,C. Timmins
242055,A. Ståhl
242052,J. Medina
242050,E. Sosa
242048,F. Pangop
242047,S. Al Selouli
242045,M. Ashimeru
242044,G. Zuñiga
242041,M. Dräger
242040,O. Skarsem
242036,M. Ljujić
242034,J. Díaz Price
242028,R. Blanco
242023,S. Ntiya-Ntiya
242021,Y. Nazaryna
242019,A. Lotti
242018,D. Grubb
242017,Kim Woo Hong
242014,Y. Suzuki
242013,Carlos Cordero
242012,R. Germain
242011,D. Walsh
242006,D. Hashioka
242004,Jeon Se Jin
242003,D. Foulon
242002,G. Mainero
242000,K. Mavropanos
241999,J. Billong
241998,Dong Honglin
241995,L. Dietz
241994,Y. Toyokawa
241993,O. Steurer
241990,O. Fernández
241988,A. Baun
241985,Pep Biel
241984,C. Burke
241981,Nanu
241980,L. Gamíz
241978,C. Higuera
241977,J. Ogedi-Uzokwe
241976,Tiago Sá
241973,Chris Ramos
241970,H. Delbridge
241969,D. Martinović
241967,M. Costly
241963,H. Al Ghamdi
241960,T. Stavitski
241958,J. Hernández
241955,S. Amin
241953,R. Slater
241947,F. Amuzu
241946,T. Boni
241941,S. Nsoki
241938,N. Al Dawsari
241937,A. Harroui
241935,F. Kusić
241931,F. Moyano
241929,E. Pereyra
241928,A. Sambi Lokonga
241927,J. Méndez
241924,W. Vorsager
241923,Vagner
241915,S. Sørløkk
241913,A. Foosnæs
241911,D. Kvande
241910,C. Rismark
241908,I. Richards
241907,D. Rossi
241905,S. Ben Amar
241898,A. Ando
241890,N. Carnat
241889,A. McDonald
241887,C. Giousis
241878,D. Mercado
241874,A. Blondell
241872,S. Barreto
241871,J. Varela
241870,M. Casey
241867,Aitor Ruibal
241866,T. Righetti
241862,A. Al Saluli
241861,N. Atkinson
241859,R. Hoffmann
241858,A. Bamba
241856,Manu Morlanes
241854,P. Schuurs
241853,Y. Barka
241852,M. Diaby
241850,M. Retegui
241842,B. Johnson
241840,N. Bazan
241839,L. Gagliano
241837,F. Nadalín
241833,K. Gutiérrez
241829,Lucas
241828,L. Offord
241827,Martín
241825,T. Francois
241823,A. Cruz
241822,J. Ogenia
241818,L. Buades
241811,Sergio Gómez
241810,Chumi
241809,T. Al Ammar
241804,O. Nor Afkan
241788,M. Taremi
241783,K. Parks
241775,J. El Yamiq
241771,A. Nwakaeme
241769,D. Akpeyi
241765,C. Akas
241757,G. Chaalali
241750,S. Bguir
241746,Y. Meriah
241743,U. Segura
241741,A. Ouahim
241737,B. Risa
241736,Y. Bisseck
241731,Y. Bárcenas
241727,P. Rajkovic
241726,A. Pereira
241721,Rafael Leão
241720,André Pereira
241714,B. Morgan
241708,M. Sagnan
241707,P. Gueye
241704,C. Rocchia
241703,A. Lioi
241702,J. Mascoll
241696,H. De la Fuente
241695,J. Amon
241694,S. Rentería
241691,S. Fielding
241690,M. Wolfe
241689,R. Massimo
241688,A. Dursun
241687,P. Kirk
241686,Manu Vallejo
241673,B. Barišić
241672,M. Lešković
241671,D. Livaković
241670,F. Bradarić
241659,S. Odey
241658,O. Šarkić
241655,K. Kristensen
241653,E. Figueroa
241651,V. Gyökeres
241650,J. Lahne
241648,B. Janošević
241646,D. Butterworth
241644,J. Romanski
241642,J. Finnerty
241639,J. Clarke
241637,A. Tchouaméni
241632,B. Garré
241629,Rogério
241628,N. Pierini
241622,Qian Yumiao
241619,Huang Zichang
241614,J. Oksanen
241607,T. Belmonte
241605,F. Grahl
241602,J. Arias
241601,C. Barrios
241599,B. Crellin
241595,S. Ngom
241593,Yang Wanshun
241590,P. Pfeiffer
241588,Toni Moya
241587,S. Farhan
241585,Igor
241582,W. Fitzgerald
241577,L. Shabani
241575,M. van Kins
241573,M. García
241570,U. Cardona
241569,D. Martínez
241568,C. Ferreira
241566,N. Gallardo
241562,N. Díaz
241558,S. Ballesteros
241552,J. Italiano
241551,Y. Armougom
241543,A. Lyons
241540,T. Goppel
241538,S. Pinas
241537,André Luis Neitzke
241536,M. Sarkaria
241534,S. McLoughlin
241532,Moha Ramos
241523,M. Forss
241522,J. Wind
241509,Mauro Júnior
241508,M. Damsgaard
241507,J. Tucker
241506,K. Guessoum
241502,K. Athiu
241498,R. Ibarra
241497,C. Dagba
241496,T. Weah
241495,A. Toufiqui
241493,S. Cartwright
241489,Nolaskoain
241488,Sillero
241487,J. Ferreira
241486,J. Koundé
241485,Chen Binbin
241483,Lei Wenjie
241480,M. Kwietniewski
241477,Callejón
241476,Raúl Sánchez
241475,P. Soiri
241474,J. Þorsteinsson
241471,Xu Tianyuan
241470,Álex Centelles
241465,Chuca
241464,Pau Torres
241463,Dani Raba
241462,R. Guerra
241461,Ferrán Torres
241454,B. Kimpioka
241445,A. Sissoko
241440,R. Akbari
241430,V. Gomis
241429,A. Crookes
241428,H. Knibbs
241427,J. Cox
241424,J. Rollinson
241419,M. Bird
241418,Gao Tianyi
241412,A. Preciado
241406,J. Intriago
241403,A. Dabo
241397,G. Nurse
241396,J. Morton
241394,A. Akinola
241392,E. Daci
241390,E. Elmas
241389,Y. Sari
241388,D. Smarsch
241383,D. Meredith
241382,R. Tulloch
241379,O. Bailey
241363,H. Cochrane
241356,L. Ritson
241355,T. Hamilton
241349,Tian Yinong
241344,Yang Liyu
241343,Qiu Tianyi
241342,Su Yuanjie
241341,Zhang Yuan
241339,Zhang Cheng
241338,Yan Zihao
241335,Zhang Xiuwei
241334,Liu Yiming
241332,Zhang Huachen
241331,Jiang Zilei
241329,Yu Hao
241328,Wei Zhen
241326,Shi Xiaodong
241318,Yang Shuai
241312,Hu Jinghang
241311,Ke Zhao
241310,Liu Heng
241307,Jiang Wenjun
241306,Zhao Keda
241305,Chen Weiming
241304,Ma Junliang
241303,Zhang Gong
241302,Xiang Baixu
241301,J. Shonga
241299,Yuan Mincheng
241298,Liu Huan
241297,G. Milović
241294,Li Fang
241293,Wang Min
241283,Luis Díaz
241278,O. Moruţan
241275,D. Khalid
241273,G. Risso Patrón
241269,A. Bruus
241266,W. Geubbels
241263,J. Stevens
241245,A. Stamatelopoulos
241244,R. Strain
241240,T. Itō
241238,J. Deminguet
241237,F. Kanoute
241236,A. Semenyo
241233,R. Frosler
241232,T. Mkhize
241223,S. Mogi
241217,G. Hatano
241216,Y. Suzuki
241214,M. Okazaki
241213,T. Uchida
241210,Y. Clementia
241208,T. Yasui
241207,K. Yoshimaru
241206,D. Maekawa
241203,T. Hama
241202,P. Daka
241200,D. Stynes
241197,A. Al Amri
241192,D. Balanyuk
241191,M. Kolar
241190,T. Knöll
241187,L. Geertruida
241186,V. Kušej
241184,Junior Firpo
241179,Cristian Rivero
241176,L. Vera
241173,L. Foster
241172,Diego Barri
241171,A. Obispo
241168,G. Chakvetadze
241166,S. Rybalka
241165,E. Cicerelli
241164,J. Kübler
241162,J. Paintsil
241158,M. Özvardar
241157,T. Sainte-Luce
241150,J. Mbom
241146,F. García
241140,Fran Manzanara
241139,B. Hansen
241138,A. Ammitzbøll
241135,J. Collins
241134,J. Giraldo
241131,L. Justiniano
241130,I. Ganago
241128,J. Mejías
241119,Dani Martín
241117,Borja Sánchez
241108,P. Teixeira
241103,Z. Vanheusden
241102,M. Lercher
241101,P. Petlach
241100,E. Ybáñez
241099,L. Finochietto
241096,S. Tonali
241095,N. Vlašić
241094,R. Rivas
241093,S. Oum Gouet
241091,B. Scott
241090,J. Franzoni
241089,C. Bayala
241088,B. Chevreuil
241085,L. Tempelmann
241084,L. Díaz
241076,S. Benda
241075,P. Smyth
241073,O. Reabciuk
241071,Moreto Cassamá
241070,N. Maraš
241067,A. Romero
241064,M. Carabajal
241058,R. Callachan
241055,Diego Pampín
241051,A. Canbaz
241050,A. Meyer
241049,Gorosabel
241046,J. Romero
241043,G. Freitas
241042,O. Skipp
241038,K. Bennetts
241037,J. Roles
241036,G. Marsh
241034,J. Brown
241032,S. Diarra
241031,F. Garcés
241029,F. Quiroz
241027,B. Galván
241026,T. Chancalay
241025,L. Heredia
241022,J. Díaz
241021,J. Ordóñez
241020,N. Moreno
241016,A. Vetrih
241013,Adrián López
241011,S. Jovanović
241010,M. Ortíz
241007,E. Ebosse
241006,Erick
241002,E. Sabbi
240999,P. Šafranko
240998,M. Ormazábal
240997,Kike Hermoso
240993,M. Al Shahrani
240992,N. Estévez
240991,F. Florio
240990,B. Berríos
240988,D. Vavro
240987,M. Cooper
240984,M. Langer
240982,J. Moreno
240981,M. Sanders
240978,D. Mandroiu
240976,M. Saracchi
240974,M. Mattsson
240970,M. Payero
240969,J. Carranza
240964,N. Linares
240963,J. García
240961,O. Kwabena
240959,Steven Prieto
240956,M. Melluso
240955,T. Durso
240953,N. Tenaglia
240952,F. Niang
240950,Pedro Gonçalves
240946,F. Baptiste
240945,G. McGregor
240943,B. Aouacheria
240942,Fabio González
240941,L. Pintor
240940,R. de la Rosa
240927,L. Collins
240926,N. Phillips
240925,L. Millar
240924,G. McAuley
240922,Escriche
240921,R. Hernández
240919,José Carlos
240918,Li Chenglong
240917,Zhang Yufeng
240916,D. Ljubicic
240915,Miranda
240914,E. Eze
240913,C. Kelleher
240912,G. Johnston
240908,F. Aksoy
240906,B. Adekanye
240900,Unai Núñez
240898,Francis
240891,N. Sessa
240888,T. Doornbusch
240886,R. Menayese
240884,A. André Jr
240876,M. Nani
240872,M. Dube
240863,C. Coventry
240860,José Lara
240859,Berrocal
240847,Leonardo Rocha
240846,E. Apeh
240838,B. Wade
240837,M. Yandaş
240836,S. Çetin
240835,E. Elizalde
240829,E. Amenyido
240822,S. Martin
240814,J. Grodowski
240813,J. Gibson
240812,M. Dulca
240809,A. Akbulut
240808,F. Murray
240807,O. Shaw
240804,C. Yates
240802,J. Repas
240800,F. Malagueño
240799,D. Zappella
240797,M. Tramoni
240796,M. Roffo
240795,Rodrigão
240787,H. Traorè
240786,A. Koiki
240785,M. Cerofolini
240784,J. Bursik
240783,T. Campbell
240782,Víctor López
240780,S. Şahintürk
240779,M. Meli
240778,G. Gori
240777,L. Ranieri
240776,S. Laiton
240775,T. Smith
240773,R. Norrington-Davies
240772,S. Mallon
240769,J. Hallam
240768,H. Gilmour
240767,K. Ferguson
240756,P. Sussek
240754,Y. Atal
240753,A. Gouiri
240751,G. Poussin
240749,J. Castillo
240744,M. Ojeda
240741,M. De Bie
240740,C. Hudson-Odoi
240735,A. Dini
240730,K. Zohi
240729,L. Rajot
240728,D. Tchamba
240725,I. Aaneba
240716,M. Olivera
240715,G. Lloyd
240709,R. Baku
240708,T. Knowles
240704,Guo Quanbo
240702,R. Yaremchuk
240701,L. Spence
240699,N. De la Cruz
240697,S. Baptiste
240696,M. Napa
240694,A. Ba
240690,N. González
240689,J. Sandoval
240684,F. Al Tryes
240683,L. Reis
240681,J. Hoekstra
240680,A. Absalem
240679,T. Koopmeiners
240677,M. Ellingsen
240674,C. Merrie
240673,C. Lang
240672,L. Burgess
240671,Y. Çetin
240669,L. Maloney
240663,M. Merentiel
240661,E. Vignato
240660,M. Léris
240658,S. Kiyine
240655,B. Ngissah
240654,Carles Pérez
240653,A. Manneh
240650,R. Najjarine
240648,C. Metcalfe
240647,V. Bezecourt
240646,S. Ahannach
240642,A. Sosa
240641,S. Kassar
240640,L. Morales
240638,T. Reijnders
240631,A. Settembrini
240616,E. Bwomono
240611,D. Yearwood
240609,B. Seymour
240606,J. Sparkes
240605,A. Collins
240603,J. Doyle-Hayes
240600,A. Al Asmari
240599,C. Hendry
240597,Z. Hemming
240596,K. McClean
240595,A. Pears
240589,Miguel
240587,F. Bin Jamayah
240585,B. Williams
240584,B. Verbong
240583,C. Lakin
240579,P. Webber
240576,M. Ortíz
240575,Prendes
240572,E. Simonsen
240570,S. Sissoko
240567,T. Widdrington
240563,D. Emmanouilidis
240562,D. Adshead
240561,G. Bouzoukis
240559,Obama
240550,O. Güçtekin
240543,M. Leverbe
240540,D. Berchtold
240538,A. Vucenovic
240537,L. Wackerle
240535,E. Chapman
240534,M. Fallatah
240533,K. Pagliuca
240531,M. Al Baqawi
240530,A. Yamga
240529,Rayco
240527,K. Le Roy
240526,M. Fouzair
240525,M. Bildøy
240524,M. Ebiye
240514,M. Johnstone
240513,E. Hamilton
240511,I. Boonen
240507,A. Gomes
240502,O. Özdemir
240500,L. Woolfenden
240497,I. Wadji
240493,A. Paschalakis
240490,E. Jacobsen
240489,M. Christiansen
240486,M. Naji
240482,F. Bersano
240481,V. Demaku
240476,B. Kavlak
240475,L. Candellone
240473,T. Wilson
240472,Hu Ruibao
240471,F. Gorriarán
240470,A. El Hriti
240468,L. Guzmán
240463,M. Al Majhad
240460,B. Al Bahrani
240459,C. Ezeh
240458,Ander Guevara
240455,B. Sass-Davies
240454,F. Wadja
240453,S. Niakaté
240452,M. Nzola
240451,J. Beste
240449,M. Cavallotti
240446,C. Tilt
240442,I. Faraj
240439,R. Porteous
240437,A. Semprini
240434,J. Tell
240432,P. Burke
240430,G. Poncet
240429,R. Souici
240428,B. Figueroa
240423,Gabi
240421,Rubén López
240419,R. Strechie
240417,P. Silfwer
240415,André Sousa
240409,D. Kolovetsios
240408,F. Boló
240399,J. Montaño
240398,R. Lucena
240393,Wen Jiabao
240391,Feng Boxuan
240388,N. Perry
240385,N. Zanellato
240383,O. Edlund
240371,A. Jakubech
240362,A. Bolivar
240361,I. De Santis
240359,O. Alderete
240358,S. Lusiusz
240352,J. Riquett
240351,S. Moutoussamy
240350,F. Barrientos
240345,I. Kanu
240343,L. Fiordilino
240342,H. Duljević
240341,Lucas Marques
240340,C. Zuvela
240335,B. Jacobsen
240334,Z. Medley
240333,B. Öztürk
240331,Panutche Camará
240330,H. Hawsawi
240328,A. Ba Masoud
240322,H. Brockbank
240319,T. Tillman
240317,Z. Celar
240316,Cláudio Falcão
240313,A. Rose
240312,I. Paro
240311,L. Zidane
240309,Y. Makarenko
240297,R. Källman
240296,D. Duncan
240295,S. Warde
240289,Calero
240286,J. García
240285,T. Børkeeiet
240282,A. Matějů
240281,Tiago Lopes
240279,R. Cardozo
240278,S. Szota
240277,M. Gabbia
240273,E. Smith Rowe
240271,D. Limnios
240270,Lee Hyun Woo
240262,J. Brimmer
240261,Santi Samanes
240260,S. Sow
240259,M. Merghem
240258,O. Sangante
240257,C. Traoré
240252,V. Méndez
240245,L. Ureta
240243,Matheus Cunha
240241,B. Toma
240227,Y. Bourhane
240223,M. Ristić
240221,C. Cisternas
240218,A. Weidinger
240216,M. Carraro
240215,C. Capone
240212,D. Petković
240209,G. Koyalipou
240208,R. Bennett
240207,Liu Yang
240206,T. Gjertsen
240201,Nacho Méndez
240195,Claudio
240193,E. Rexhbeçaj
240192,M. Ranmark
240190,K. Malong
240186,Go Myeong Seok
240176,M. Perg
240175,Bruno Jordão
240172,Edu Cortina
240171,D. Ryan
240168,J. Arias
240166,N. Mihajlović
240164,D. Zuma
240160,A. Kaltner
240158,C. Ehlich
240156,L. Marseiler
240147,S. Silva
240143,C. Măgerușan
240140,M. Prezioso
240135,Nuno Macedo
240133,M. Tchokounté
240131,Gabrielzinho
240130,Éder Militão
240129,M. Haarup
240123,L. Plogmann
240122,Matheus
240120,M. Ezzarfani
240118,I. Aliu
240117,M. Haile-Selassie
240115,Murilo
240105,D. López
240102,J. Cuero
240100,T. Augello
240099,K. Rüegg
240097,F. Downes
240096,L. Brook
240095,L. Štulac
240091,G. Vicario
240086,M. Lema
240082,M. Lysov
240081,I. Lapshov
240076,S. Spahiu
240074,B. Dione
240068,S. Al Nabit
240067,D. Gomis
240064,O. Ba
240062,A. Peteleu
240060,M. Aarons
240057,C. Mandouki
240055,M. Yılmaz
240052,K. Senkbeil
240050,S. Karamoko
240046,João Victor
240045,I. Ljubić
240044,Luan
240043,F. Manojlović
240041,A. Babacan
240040,C. Holse
240037,S. Plavšić
240035,Néstor Albiach
240034,L. Štetina
240033,D. Hovorka
240027,A. Vrenezi
240026,A. Fontana
240024,J. Serrano
240022,G. Zecca
240021,Pelayo Suárez
240020,Ricardo Mangas
240017,A. Olsen
240012,F. Mussa
240008,A. Papadopoulos
240001,S. Ahmed-Kadi
240000,E. Abouchabaka
239999,Pedro Silva
239997,Raul Asencio
239995,P. López
239990,T. Broadbent
239989,T. Vancooten
239986,Javi Alonso
239983,V. Nambishi
239981,J. Arp
239980,O. Popescu
239978,D. Man
239976,F. Matei
239975,Brian Martín
239973,J. Kiassumbua
239972,L. Polvani
239970,Paulinho
239968,F. Olivera
239965,J. Valencia
239962,I. Jukić
239958,N. Leemhuis
239957,S. Jakubiak
239956,M. Boadu
239953,Léo Jabá
239952,A. Kecskés
239950,Pêpê
239949,João Queirós
239948,S. Reyes
239947,R. Meraz
239946,J. Valadéz
239945,F. Beltrán
239944,R. Taylor
239936,N. Guerra
239930,D. Rasak
239928,T. Müller
239927,O. Ottesen
239925,S. Klaas
239922,Rui Costa
239921,Joca
239907,R. Dwamena
239904,D. Khocholava
239902,Gonçalo Agrelos
239901,S. Kalajdžić
239899,Víctor Fernández
239895,J. Waite
239894,R. Kouamé
239893,C. Coxe
239892,Y. Akgün
239891,A. Karnuçu
239890,O. Kabak
239884,F. Adorni
239880,D. Lloyd
239875,Bebeto
239872,Pablo Santos
239859,Li Hailong
239858,Song Long
239857,Chen Zhao
239853,M. Kryeziu
239852,D. Barreto
239849,C. Boukholda
239848,O. Dytyatev
239846,P. Tsintotas
239845,K. Galanopoulos
239842,G. Giakoumakis
239841,V. Lampropoulos
239839,S. Coly
239838,M. Antonucci
239837,A. Mac Allister
239835,V. Ekani
239833,M. Al Dhaw
239831,C. Sangster
239826,O. Gaines
239822,E. Tercero
239821,L. Matarese
239818,Rúben Dias
239817,B. Soumaré
239816,N. Mantl
239814,D. Batubinsika
239808,M. Sáček
239807,D. Frattesi
239806,A. Khammas
239805,D. Oko
239802,T. Allarakhia
239801,R. Clampin
239800,S. Sessegnon
239797,M. Lansing
239795,C. Ekuban
239787,G. Torres
239782,B. Acosta
239778,J. Moder
239775,F. Senninger
239774,M. Currarino
239773,A. Reid
239770,N. Casale
239768,A. Czerwiński
239767,A. Kappenberger
239765,D. Srnić
239763,E. Zhegrova
239762,M. Sipľak
239755,S. Lobjanidze
239754,M. Košťál
239752,S. Schäfer
239749,J. Adebanjo
239747,S. Córdova
239746,L. Watkowiak
239744,M. Cuisance
239742,J. Klinsmann
239741,J. Villalba
239740,A. Jallow
239738,J. Angulo
239735,D. Pawłowski
239732,S. Żurkowski
239731,M. Ambrosiewicz
239728,L. Wolsztyński
239724,S. Puttkammer
239718,H. Bandé
239712,M. Okugawa
239709,D. Reiter
239708,M. Raguž
239707,Bruno
239706,D. Erdoğan
239704,K. Wagner
239703,M. Biankadi
239701,R. Schmid
239696,F. Muslija
239690,F. Wagner
239689,M. Sprang
239682,N. Fernández
239679,P. Mazzocchi
239677,F. Corapi
239676,K. Taylor
239673,T. Cordner
239672,H. Tangen
239671,Tete Morente
239669,J. Levi
239668,J. Vollert
239666,T. Müsel
239660,L. Angulo
239654,J. Hernández
239651,Valera
239648,M. Nardi
239646,J. Osabutey
239645,M. de los Santos
239641,Alfa Semedo
239637,C. Andriamahitsinoro
239636,A. Okosun
239635,K. Fila
239631,D. Loader
239629,A. Medina
239627,A. Zreľák
239623,R. Torres
239617,A. Cervantes
239614,Jesús Areso
239613,M. Pessina
239611,M. Eisa
239609,Liu Ruofan
239608,Glauder
239607,Cong Zhen
239606,L. Scherff
239597,D. Jubitana
239594,J. Imbrechts
239593,K. Rezaei
239592,J. Macías
239590,R. González
239589,W. Kanga
239588,C. Andreoni
239580,Bremer
239577,Y. Coulibaly
239575,G. Nyamsi
239573,M. Bleve
239571,T. Handwerker
239569,M. Weiß
239568,A. Kovačević
239566,J. Schau
239565,M. Grösch
239559,J. de Lange
239558,G. Roemeratoe
239553,T. Bayliss
239552,M. Biamou
239550,A. Gravillon
239546,C. Libertiaux
239545,J. Godínez
239540,E. Toal
239529,F. Onyeka
239523,M. Rossmann
239515,A. Cavagnera
239513,J. Earl
239512,M. Meulensteen
239506,S. Hughes
239505,P. Kun
239504,J. Gordon
239502,W. Bianda
239501,J. Tartarotti
239499,K. Eisele
239498,B. Henning
239496,Y. Fekir
239494,M. Thalhammer
239493,M. Baku
239492,S. Bösel
239491,J. Álvarez
239485,J. Pius
239482,Galeno
239480,S. Härtel
239477,A. Damlu
239476,S. Ingolitsch
239475,J. González
239470,S. Beyaz
239468,R. Çağıran
239466,M. Skenderović
239464,T. Galdames
239458,B. Kraev
239454,B. Figueroa
239453,S. Furtado
239452,I. Diallo
239450,Tiago Castro
239446,Hélder Ferreira
239444,J. Löwe
239443,D. McNamara
239441,Jordi Mboula
239438,T. Hadebe
239437,P. Zulu
239433,N. Maksimović
239432,A. Grbic
239431,I. Maela
239428,A. Kräuchi
239427,A. Ajeti
239425,C. Kablan
239424,M. Rodrigues
239418,L. Lauberbach
239417,M. Gebers
239414,F. Deli
239397,B. Manu
239394,F. Flecker
239393,D. Frieser
239391,J. Gaete
239390,D. Urzúa
239388,F. Bechtholdt
239380,N. Lang
239378,K. Sierhuis
239373,Z. Flemming
239369,T. Bijleveld
239368,M. Bakker
239367,R. Hack
239365,A. Petre
239364,P. Köhn
239363,K. Dabila
239362,A. Aberkane
239361,D. de Wit
239358,S. Dieng
239357,C. Gebauer
239356,A. Matusiwa
239355,R. Boultam
239353,N. Bakboord
239352,R. Guder
239351,A. Fuchs
239350,S. Dembele
239342,H. Koffi
239341,L. Hemmerich
239340,J. Chabot
239338,A. Ibrahimaj
239337,R. Herrmann
239335,Óscar
239331,G. Papunashvili
239328,S. Bajic
239324,M. Talal
239322,C. Zimmermann
239319,A. Bradley
239317,M. Melbourne
239312,D. Avounou
239308,T. Ivanof
239307,R. D'Haese
239306,J. Bataille
239305,Madger Gomes
239303,Y. Njie
239301,L. Martínez
239295,O. Skrzecz
239279,L. Krakowczyk
239275,G. Bakırbaş
239272,V. Barkas
239271,G. Anestis
239269,L. Ndenbe
239268,N. Manzambi
239267,A. Pululu
239263,Lucas Sotero
239259,R. Bushiri
239258,E. Banda
239250,Abel Ruiz
239249,Oriol Busquets
239245,F. Piszczek
239231,Cucurella
239226,J. Torres
239222,J. Grayson
239221,T. Magloire
239215,K. Nwakali
239212,Carlitos
239211,B. Moussiti-Oko
239210,F. Eboa Eboa
239208,D. Newton
239207,M. Gómez
239193,B. Volpini
239192,G. Phillips
239191,S. Demhasaj
239190,E. Arnebrott
239189,D. Lovren
239186,Aylton Boa Morte
239182,M. Fritz
239181,M. Seegert
239179,Z. Arsenić
239178,L. Walsh
239175,J. Eskesen
239170,V. Hammershøj-Mistrati
239159,A. Riel
239158,R. Minor
239149,B. Kyere
239147,O. Snorre
239146,L. Kunga
239145,E. Massouema
239138,Jeong Woo Yeong
239136,N. Cozza
239135,M. Wassey
239134,N. Fofana
239129,J. Gesien
239127,A. Mayorga
239126,M. Al Baqawi
239125,E. Botheim
239121,H. Al Ghaddioui
239119,L. Leahy
239118,B. Țîru
239117,A. Bălută
239116,C. Ganea
239106,L. Koutris
239100,F. Ufuk
239097,D. Srbeny
239096,A. Karazor
239095,J. Schryvers
239093,J. Clauss
239091,L. Grgic
239090,P. Wiesinger
239086,D. Thøgersen
239085,E. Håland
239084,K. Ackermann
239078,S. Schimmer
239077,T. Hagn
239076,A. Nurudeen
239073,C. Antwi-Adjej
239053,F. Valverde
239051,J. Albert
239050,S. Çiftpınar
239049,O. Azubuike
239048,H. Akbunar
239045,E. Kılınç
239043,U. Bozok
239042,H. Al Qahtani
239040,Pedro Henrique
239038,R. Basque
239035,G. Collao
239028,A. Koita
239025,I. Niane
239023,B. Wiles
239021,T. Bergmann
239019,J. Delianov
239018,Junio
239015,E. Dennis
239011,J. Homawoo
239010,Delmás
239007,S. Bakan
239006,J. Isaksen
239005,L. Grabovac
239003,H. Mahou
239002,P. Reading
238997,D. Desprez
238995,I. Cameron
238994,C. Lyle
238989,R. Rep
238988,M. Ullmann
238986,F. Luckeneder
238985,P. Phillips
238984,M. Farrona Pulido
238983,N. Awuku
238981,T. Schwede
238980,L. Daschner
238979,C. Handke
238977,C. Beck
238974,T. Chahed
238973,A. Laukart
238971,M. Niemeyer
