sofifa_id,short_name
223909,A. Palmer
223908,V. Wernersson
223907,P. Johansson
223905,P. Ng
223904,J. Gerezgiher
223902,T. Pett
223898,P. Bernardoni
223889,M. Ebenhofer
223885,A. Nübel
223880,P. Lemonnier
223879,L. Ramos
223877,D. Furlong
223875,Y. Bammou
223874,V. Rongier
223871,D. Armstrong
223870,N. Aankour
223868,T. Schützenauer
223867,A. Gruber
223866,S. Lovric
223862,Vasco Rocha
223861,S. Crone
223857,O. Salinas
223853,Agus Medina
223852,F. Rawson
223850,L. Zarandia
223848,S. Milinković-Savić
223827,J. McDonnell
223826,Mei Fang
223823,T. Königsmann
223821,Yeo Seong Hae
223820,C. Rodríguez
223819,Juan Cámara
223818,João Afonso
223816,J. Rodríguez
223813,D. van Bruggen
223810,G. Maris
223794,P. Schobesberger
223793,S. Grahovac
223792,T. Knoflach
223791,R. Niyaz
223790,S. Becker
223765,R. Bauer
223756,M. Schulz
223755,M. Ritter
223752,M. Torres
223751,G. Jung
223750,D. Steininger
223749,O. Çınar
223747,S. Kingsley
223746,G. Stewart
223744,S. Dooley
223740,Eguaras
223738,X. Mous
223734,R. García Guerreño
223730,T. van Weert
223727,C. MacGillivray
223726,E. Kaş
223725,R. Duraković
223724,S. Lainer
223717,D. Toköz
223710,V. Muriqi
223709,A. Vural
223707,M. Kula
223697,R. Gosens
223694,E. Marxen
223692,W. Torres
223689,W. Weghorst
223686,T. Wellenreuther
223685,O. Rivero
223682,Granell
223680,M. Schuster
223679,T. Rieder
223678,D. Slamar
223677,F. Jamnig
223676,R. Renner
223673,M. Wostry
223671,S. Posch
223670,M. Egho
223665,F. Ciampichetti
223663,B. Spittal
223659,Borja Lázaro
223654,Fede
223653,C. Jopia
223652,S. Ernst
223641,T. Baumgartl
223637,A. Polo
223633,L. Paqarada
223629,S. Al Jaman
223627,O. Al Soma
223615,C. Chimino
223610,David Concha
223608,Eraso
223607,Luis Ruiz
223603,F. Bredlow
223599,C. Cooke
223597,R. Aguilar
223596,S. Prevljak
223595,J. Strauß
223594,M. Spano-Rahou
223593,J. Correa
223581,J. Iglesias
223578,Mata
223575,Rafael Costa
223573,Munir
223570,J. Sambia
223569,Nuha
223568,G. Zajkov
223566,W. Dammers
223557,M. Madri
223551,L. Gregory
223550,J. Omlin
223543,Jonathan Cafú
223537,E. Berggreen
223524,E. Goldaniga
223517,Danilo
223511,I. Chebake
223510,A. Mendy
223499,M. Asenjo
223498,E. Cecchini
223489,A. Pešić
223488,M. Sætra
223458,R. Mirzov
223452,M. Çelik
223451,K. Akyüz
223445,B. Youssouf
223444,I. Coulibaly
223429,D. Luxbacher
223427,L. Jäger
223426,B. Zech
223424,I. Depe
223422,E. Loeschbor
223407,M. Al Furayj
223404,A. Fisher
223402,E. Taşdemir
223396,D. MacKinnon
223393,L. Carillo
223381,M. Demetriou
223370,M. Engels
223369,M. Ballmert
223357,W. Kaptoum
223355,A. Mateiu
223354,B. Vătăjelu
223344,Wei Shihao
223339,Zé Manuel
223334,Joelinton
223332,M. Sprocati
223330,M. Moscati
223329,A. Conti
223323,K. Avcı
223313,H. Arslan
223307,J. Kubicki
223306,J. Jach
223305,P. Mystkowski
223298,Li Yuanyi
223297,Carraça
223293,Afonso Figueiredo
223284,P. Martinez
223283,F. Diedhiou
223278,E. Özgenç
223273,M. Pašalić
223268,T. Andreu
223265,M. Devlin
223263,Z. Gordon
223255,A. Witry
223253,E. Haugan
223249,G. Arias
223248,J. Lucero
223247,N. Acevedo
223245,B. Fernández
223243,V. Aguilera
223241,M. Benítez
223240,G. Bettini
223231,F. Tănase
223227,K. Vermeulen
223223,K. Vandendriessche
223214,K. Friesenbichler
223212,O. Çağlayan
223208,Z. Kalmár
223197,E. Ünal
223195,O. Ovacıklı
223188,S. Özbayraklı
223186,J. Thomasen
223180,N. Anderton
223175,O. Kocuk
223159,R. Dickie
223157,A. Novakovich
223156,T. Willers
223154,O. Tufan
223152,S. Vilakazi
223151,D. Oberlin
223150,L. M'Pasi
223147,J. Biada
223146,F. Rodríguez
223143,U. Garcia
223139,A. Zedadka
223138,A. Briançon
223137,F. Bonazzoli
223136,Y. Erdoğan
223135,M. Akbaş
223134,Z. Yavru
223130,G. Alsan
223122,C. Osmanpaşa
223120,José León
223115,P. Gladon
223114,E. Tozlu
223113,K. Piątek
223107,M. Yıldırım
223105,N. Oroz
223104,M. McNulty
223097,F. Cristaldo
223095,F. Palacios Martínez
223091,R. Donelon
223085,L. Berry
223082,W. Norris
223080,H. Dunk
223078,J. Coulson
223074,D. Rotariu
223071,F. Pellegrino
223069,O. Sowunmi
223067,N. Yeri
223066,A. Chávez
223065,G. Toledo
223061,F. Cervi
223058,D. Kuzyaev
223054,C. Penilla
223053,A. Mena
223046,A. Çalık
223045,U. Çiftçi
223042,L. Guaycochea
223041,E. Ersu
223033,Jorge Meré
223030,A. Kara
223029,H. Acar
223020,M. Mbamba
223017,O. Şahiner
223016,S. Ay
223011,F. Sollacaro
223010,L. Morosini
223009,E. Lancini
223007,M. Coppolaro
223004,J. Nolan
223001,K. Aktaş
222997,M. Maier
222995,F. Görgülü
222994,M. Nakamba
222993,Y. Kakitani
222991,M. Saito
222988,T. Aoyama
222987,H. Yamaguchi
222986,M. Morishige
222982,A. Blin
222978,G. Sloggett
222973,M. Diakota
222970,E. Oztumer
222969,J. Hergault
222959,S. Moreo
222952,A. Paroni
222951,M. Rodák
222947,T. Davies
222944,Pablo Pérez
222943,Jony
222937,B. Close
222931,J. Doherty
222930,T. Serbest
222926,A. Mbengue
222923,F. Fumu Tamuzo
222922,J. Hesketh
222916,J. Ginnelly
222906,N. Boyle
222900,W. Hahn
222889,L. Acevedo
222883,T. Touré
222881,Auro
222878,T. Walker
222875,J. Kayembe
222870,G. Cooper
222864,J. Rose
222848,A. Samuel
222844,Walace
222843,Ronan
222840,R. Coly
222838,B. Ajdini
222836,R. Ledson
222830,F. Grillo
222829,S. Brodersen
222825,C. Akolo
222822,S. Burgess
222820,E. Salles
222798,Jeong Woo Jae
222775,T. Pachonik
222773,L. Zander
222743,H. Gulden
222741,Leandro Pereira
222734,Kang Sang Woo
222724,B. Manuel
222715,Otávio
222709,Petros
222707,Marcos Guilherme
222702,Baek Dong Gyu
222698,Park Dae Han
222697,Han Seok Jong
222693,H. Fertoli
222692,B. Schmitz
222665,M. Ødegaard
222661,Yoon Seung Won
222660,Hwang Hyun Soo
222654,J. Beesley
222645,L. López
222643,J. Silva
222639,R. Ramírez
222636,G. Kyei
222634,I. Success
222628,Chu Jinzhao
222625,N. Smith
222624,Bai Yuefeng
222621,Du Jia
222612,M. Kelly
222611,D. Rodríguez
222601,E. Osam
222600,Lee Tae Hee
222598,Nélson Monte
222597,E. Ohemeng
222592,Kim Dong Jin
222590,M. Manotas
222587,F. Escobar
222583,T. James
222582,Kim Young Bin
222577,J. Cardona
222576,Pleguezuelo
222574,T. Nishi
222573,A. Tello
222572,Iván Villar
222565,Han Eui Kwon
222563,F. Al Marwani
222562,R. Rúnarsson
222560,T. Zwane
222558,R. Karsdorp
222557,J. Glad
222553,S. Griesbeck
222546,L. Zingerle
222544,E. Koulouris
222540,N. Vergos
222533,Nuno Valente
222529,G. Sheridan
222528,L. Gooch
222521,O. Hüsing
222519,A. Stølås
222515,Z. Ferhat
222514,F. Woodman
222513,R. Aarons
222511,E. Unsain
222510,I. Pomazun
222509,Dani Ceballos
222506,F. David
222503,H. Isted
222501,T. Castagne
222497,Y. Leiva
222493,M. Friedrich
222492,L. Sané
222488,N. Fazzi
222484,D. Mesenhöler
222477,L. Reed
222475,M. Thorsby
222472,D. Granli
222471,J. Rasheed
222467,Ivi
222466,José Carlos
222464,Sivera
222463,O. Khan
222461,Rochinha
222458,F. Karkalis
222457,B. Mensah
222438,Zou Dehai
222435,Zhao Yuhao
222432,Feng Gang
222430,F. Viáfara
222429,A. Cubas
222428,J. Komar
222422,A. Jakubiak
222417,E. Ham
222411,J. Prior
222410,K. Veendorp
222405,L. Kinsella
222402,J. Gulley
222400,H. Winks
222399,C. Ogilvie
222396,D. Ball
222394,Y. Bnou-Marzouk
222391,J. Minala
222390,Unai López
222389,N. Haikin
222387,V. Slivka
222382,L. Chávez
222379,F. Arce
222369,E. Smith
222368,A. Miranchuk
222357,B. Embolo
222355,L. Valzania
222352,A. Ajeti
222351,Luo Jing
222350,Xie Pengfei
222346,Shi Ke
222342,Gu Chao
222337,Jo Sung Jin
222331,L. Klostermann
222329,M. Wdowiak
222322,G. Poynton
222319,J. Ángulo
222315,G. Esparza
222308,Hu Yanqiang
222306,Ding Haifeng
222299,Jin Taiyan
222294,Sun Shilin
222286,G. Lloris
222282,Zhu Baojie
222279,Chang Feiya
222278,Tang Miao
222277,Zhang Yuan
222273,Jiang Zhipeng
222266,J. Bartosz
222263,N. Jackers
222262,C. Dessers
222256,T. Bishop
222248,Sun Ke
222240,Ji Xiang
222236,Yang Xiaotian
222235,Ren Hang
222233,Zhou Yun
222227,P. Berg
222226,V. Bozhikov
222225,S. Popov
222224,P. Anton
222222,S. Filip
222221,A. Buzbuchi
222216,K. Opseth
222215,P. Strand
222204,Cao Yunding
222199,Zheng Kaimu
222197,Bai Jiajun
222192,Sun Guowen
222191,Sun Bo
222190,Lü Peng
222188,Zhou Tong
222187,Jin Qiang
222185,Cui Ming'an
222183,Aidi Fulangxisi
222182,Zhu Xiaogang
222181,Yang Boyu
222180,Shan Pengfei
222179,Jin Pengxiang
222175,Yang Yihu
222174,Shi Liang
222173,Chen Jie
222172,Fan Yunlong
222168,L. Salvesen
222165,E. Hansson
222164,A. Kasperkiewicz
222160,Y. Koné
222158,Erivaldo
222156,J. Bree
222154,B. Carvallo
222153,C. Buonaiuto
222148,O. Duda
222134,T. Hamed
222129,A. Koșelev
222123,A. Long
222121,Xiang Hantian
222118,Zhang Chenglin
222117,Shen Jun
222109,C. Cadden
222108,A. Gilchrist
222104,T. Adarabioyo
222096,H. Lewis
222095,C. Burton
222081,N. Sandberg
222080,H. Zapata
222079,J. Onomah
222077,M. Locatelli
222066,L. Villalba
222063,C. Carlsson
222062,H. Svensson
222052,Lee Myung Jae
222051,Kim Dae Jung
222049,G. Oakley
222045,C. Halkett
222041,L. Boyé
222028,J. Weigl
222024,T. Casali
222022,L. Di Plácido
222018,R. Arciero
222007,C. O'Malley
221994,Núrio
221992,H. Lozano
221990,J. Cabral
221989,F. Aliti
221988,Steven Pereira
221987,P. Cappelluzzo
221986,J. Hardeveld
221985,N. Datković
221982,P. Roberts
221976,Jiang Zhe
221974,Pei Shuai
221972,Sun Jie
221969,F. Mladenović
221962,Seo Myeong Won
221961,A. Torralvo
221958,M. Albertoni
221953,B. Whitfield
221944,P. Michorl
221938,J. Lindseth
221934,S. Scougall
221931,P. Žulj
221930,N. Sutter
221929,S. Chihadeh
221928,M. Castroman
221926,M. Araz
221924,K. Fisker
221923,Vigaray
221919,A. Zeneli
221912,Kang Hyeon Mu
221908,L. Morgan
221907,B. Ould-Chikh
221896,D. Avdijaj
221893,P. Golubović
221890,J. Fulton
221885,P. Seguin
221881,M. O'Sullivan
221875,Son Jun Ho
221874,E. Besea
221867,J. Stobbs
221864,Chen Hao
221860,C. Gruezo
221859,Lee Ju Yong
221857,Jin Jingdao
221856,Luo Senwen
221855,Liu Binbin
221854,Wu Xinghan
221853,Mi Haolun
221852,Liu Yang
221847,M. Mirahmetjan
221846,Wang Tong
221845,Han Rongze
221841,A. Armstrong
221838,M. Jojić
221832,L. Olaza
221831,Shin Chang Moo
221828,A. Bušuladžić
221826,Li Tixiang
221824,Piao Cheng
221820,Zhang Xizhe
221819,Song Boxuan
221812,A. Al Shamekh
221807,P. Grazziani
221801,Liao Lisheng
221798,Fang Jingqi
221797,E. Thommy
221793,P. Twumasi
221791,R. Kurzawa
221789,Gwon Wan Gyu
221786,Bae Seung Jin
221774,Fernando Karanga
221772,A. Al Bishi
221768,J. Zwischenbrugger
221767,K. Choi
221766,Y. Pambou
221764,D. Thomas
221756,Lee Gwang Hyeok
221753,M. Sobottka
221743,Hélder Costa
221740,E. Crivelli
221737,Y. Moreno
221736,J. Pereira
221714,A. Morelos
221713,D. Lovitz
221709,T. Thompson
221705,K. Dempsey
221704,S. Román
221701,Gabriel Boschilia
221700,No Dong Geon
221697,O. Watkins
221696,T. McNamara
221695,G. Donsah
221692,C. Bishop
221684,B. Sweat
221680,N. Hagglund
221671,Lee Jae Sung
221666,L. Mulholland
221665,R. Lindkvist
221662,S. Skrabb
221661,G. Vadalá
221660,V. Lindelöf
221658,A. Sharahili
221657,T. Akindele
221656,E. Miller
221653,Fran Serrano
221652,Sergio
221651,Ahn Yong Woo
221648,Y. Barnawi
221647,Kim Yong Hwan
221641,W. Kanon
221639,Mariano
221637,V. Moreno
221634,L. Acosta
221633,B. Sørmo
221632,S. Kind Mikalsen
221631,M. Lundemo
221627,H. Hechalar
221625,P. Mullins
221621,S. Birnbaum
221620,M. Hairston
221619,V. Cabrera
221618,L. Mousset
221610,D. Dibusz
221605,A. Jeremejeff
221603,R. Mukiibi
221600,M. Clarke
221599,N. Nyauza
221591,C. Gallagher
221589,J. Ingham
221587,J. Lolley
221584,J. Rinne
221580,D. González
221576,Kwak Hae Seong
221574,W. de la Rosa
221567,Sim Sang Min
221562,M. Mbaye
221556,O. Mfulu
221553,V. Kjartansson
221552,S. Nilsen
221540,Raúl
221538,W. Nightingale
221534,G. O'Neill
221531,M. Maroši
221530,Luís Cortez
221528,N. Konstandopoulos
221525,S. Nelson
221521,R. Dekker
221519,R. Lopes Cabral
221518,T. Väyrynen
221503,H. Shipp
221502,J. Hamilton
221498,H. Al Mansour
221495,Eric
221493,Woo Ju Sung
221491,N. Elvedi
221489,J. Flores
221488,R. Hollingshead
221487,J. Sierra
221486,D. O'Shaughnessy
221480,Y. Cabrera
221479,D. Calvert-Lewin
221477,Song Seung Min
221475,Lee Chan Dong
221468,Son Jeong Hyeon
221467,Lee Chang Min
221463,E. Hernández
221461,A. Vargas
221456,R. Burke
221452,Nano
221447,J. Robinson
221445,Wu Lei
221443,S. Mensiro
221434,D. Villalpando
221433,O. Govea
221430,U. Đurđević
221425,K. Nagasawa
221422,S. Ingason
221413,R. Echeverría
221401,Alemão
221398,J. Araya
221397,Dani Molina
221394,R. Al Mousa
221386,J. Allen
221383,Ryu Seung Woo
221381,L. Tipton
221378,C. Ramírez
221373,M. Al Saiari
221370,M. Al Buraik
221369,K. Al Kaabi
221367,D. Milošević
221363,D. van de Beek
221360,C. Espinosa
221358,J. Rossiter
221355,N. Thomas
221354,M. Veljković
221351,D. Poggenberg
221350,T. Ambrose
221349,J. Nuttall
221346,M. Samuelsen
221342,Pablo Maffeo
221339,M. Rocca
221336,L. Houri
221332,G. Guerrieri
221331,L. Mazzitelli
221329,A. Smith-Brown
221323,J. Onguéné
221322,E. O'Connell
221316,M. Blázquez
221313,E. Arango
221312,A. Pérez
221310,A. Roa
221306,M. Barrios
221297,H. Al Dawsari
221284,J. Gradit
221282,J. Stacey
221281,D. Hyam
221279,L. Kelly
221277,D. Trichard
221271,T. Pellenard
221270,G. Lefebvre
221269,J. Riedewald
221264,R. Al Ghamdi
221253,C. Giraldo
221250,G. Poblete
221246,D. Gómez
221244,J. Ramos
221239,J. Sánchez
221235,A. Mosquera
221234,S. Ling
221219,G. Conti
221210,J. Miranda
221206,D. Björnquist
221202,M. Barnes
221201,T. Leibold
221197,F. Onyedinma
221182,S. Al Sharif
221179,Sebas Coris
221177,J. Bègue
221174,M. Oršić
221168,D. Kownacki
221167,C. Dummigan
221165,Calderón
221149,H. Kyprianou
221144,Alain Oyarzun
221141,A. Bakayoko
221130,Y. Cardinale
221121,D. Rodríguez
221095,Dani Romera
221087,Pau López
221053,E. Gómez
221050,W. Francis
221024,A. Sørensen
221016,N. Vukčević
221014,Carlos Fernández
221001,U. Saltnes
221000,B. Ndiaye
220994,J. Bridge
220985,J. Brattberg
220983,P. Karlsson
220982,A. Eriksson
220979,T. Karlsson
220971,N. Keïta
220969,N. Eliasson
220968,A. El Messaoudi
220965,A. Tahiri
220964,M. Konradsen
220948,S. Sydorchuk
220944,J. Wildsmith
220943,K. Vassell
220940,C. Brannagan
220939,L. Pilling
220938,J. Correa
220932,L. Kalinić
220931,M. Maleš
220925,A. Schöpf
220921,A. Esiti
220915,G. Moncini
220913,F. Torres
220912,F. Jagiełło
220905,J. Aholou
220901,David Raya
220895,A. Al Sulayhim
220894,G. Thomas
220893,C. Baker-Richardson
220889,Guille Donoso
220886,B. Tuiloma
220883,R. Borré
220881,V. Sulejmani
220878,M. Cacutalua
220876,F. Honorat
220872,G. Kiltie
220862,J. Hugill
220854,E. Gutiérrez
220834,Marco Asensio
220833,A. Mandrea
220829,E. Torregrossa
220826,L. Vásquez
220819,R. Kitto
220816,R. Selasi
220815,J. Narváez
220814,L. Hernández
220807,M. O'Leary
220805,A. Castro
220795,D. Vitturini
220793,D. Sánchez
220787,A. Kojić
220786,M. Njie
220782,M. Ilaimaharitra
220779,M. Ridenton
220777,K. Nitzlnader
220774,J. Debayo
220763,R. Thomas
220746,A. Živković
220735,Douglas Tanque
220720,A. Fulignati
220715,E. Ponce
220714,P. Billing
220710,H. Wilson
220709,I. Vargić
220708,B. Borrello
220702,G. Silva
220700,M. Azira
220697,J. Maddison
220693,João Afonso
220685,Léo Bonatini
220682,Murilo Mendes
220677,J. Morrell
220676,V. Bergan
220673,R. Tapia
220671,F. Melchiorri
220670,A. Mastalli
220669,F. Okenabirhie
220665,G. Wüthrich
220663,M. Kallesøe
220659,J. Brownhill
220654,J. Horsfield
220652,J. Hardy
220651,Angeliño
220649,S. Vecchia
220642,D. Carrero
220638,Luismi
220637,Moi Delgado
220635,T. Conlon
220633,D. Gray
220621,S. Benrahma
220620,F. Hadergjonaj
220618,L. Pierce
220609,V. Vada
220605,J. Rodríguez
220604,Jaume
220600,A. Lundqvist
220593,J. Brondeel
220584,V. Myhra
220579,Y. Kaabouni
220572,T. Dejewski
220570,J. Bednarek
220569,E. Babayan
220566,D. Camara
220565,A. Romano
220564,M. Rudakov
220558,J. von Haacke
220534,S. Luperto
220532,N. Contini
220531,I. Łasicki
220529,L. Palmiero
220528,G. Tutino
220523,Y. Mina
220522,D. Hernández
220521,M. Bălașa
220517,F. Di Mariano
220513,F. Ricci
220509,L. Venuti
220504,D. Borra
220502,M. Zaccagni
220498,D. Mazzocco
220493,A. Barreca
220491,E. Gyasi
220479,P. Olsen
220477,M. Caldara
220475,A. Grassi
220466,F. Mattiello
220452,E. Pérez
220440,C. Lenglet
220429,G. Campi
220422,M. Hamzi
220421,H. Kamara
220414,Diego Rico
220407,M. Dúbravka
220395,Mula
220388,S. Chakla
220386,Iván Rodríguez
220385,Iván Márquez
220383,Aarón
220356,A. Al Dohaim
220355,Alex Alegría
220352,Moyita
220348,Iza Carcelén
220337,J. Alonso
220334,O. Romero
220332,A. Romero
220314,O. Marciano
220306,A. Ceesay
220302,B. Sanneh
220295,E. Valencia
220287,J. Dinenno
220271,M. Evouna
220253,Munir
220246,B. Mkhwanazi
220245,B. Zungu
220230,P. Bochniewicz
220209,K. Lawrence
220201,I. Ledezma
220198,B. Celina
220197,K. Bryan
220196,D. Brooks
220191,Marcelo Djaló
220190,Cristian Arco
220188,S. Bastien
220187,M. Jay
220185,B. Barker
220182,J. Denayer
220175,O. Kemen
220172,S. Janko
220166,Avto
220165,J. Pohjanpalo
220152,Y. Baraye
220149,T. Field
220148,N. Orsini
220140,F. Kent
220139,S. Szmodics
220132,Zaldúa
220131,M. Diagne
220128,J. Cristaldo
220126,M. Diagne
220122,Campins
220118,I. Bel Hassani
220093,H. Hateboer
220090,Raphael Rossi
220089,S. Dursun
220087,Fabrício Baiano
220085,L. Waldschmidt
220084,C. Falletti
220075,M. Kanno
220074,R. Espejord
220072,G. Kitanov
220064,C. Aboagye
220061,N. Gyömbér
220058,D. Phillips
220057,H. Lennon
220054,L. Nizzetto
220051,M. Miloš
220048,S. Scuffet
220045,C. Mahoney
220041,N. Lüchinger
220038,H. McGahey
220035,A. Ajagun
220033,A. Al Sultan
220031,O. McBurnie
220030,G. Paquiez
220029,S. Khaoui
220028,S. Adekugbe
220023,A. Al Shammari
220019,M. Harness
220018,A. Rebić
219995,V. Parigini
219990,V. Hoff
219988,F. Avenatti
219985,M. Vecino
219984,M. Aramu
219983,U. Saracco
219971,A. Tripicchio
219967,D. Hładun
219957,J. Laursen
219956,P. Ceccaroni
219953,Embarba
219952,L. Henderson
219951,A. Salétros
219950,N. Sonko Sundberg
219942,D. Delgado
219941,G. Castellón
219938,L. Rosseti
219937,N. Körber
219936,M. Al Wakid
219932,A. Sanabria
219931,D. Mendoza
219914,G. Varela
219912,L. Manyama
219911,T. Hlatshwayo
219909,J. Molangoane
219904,J. Agudelo
219896,D. Holman
219893,I. Herrera
219879,M. Pisano
219874,A. Dales
219871,J. Medranda
219861,C. Flórez
219860,G. Perea
219854,G. Smith
219852,A. Ferrari
219848,David Costas
219841,J. Figal
219837,Aguza
219836,Rubén Yáñez
219819,F. Rojas
219814,S. Klaiber
219813,M. Havekotte
219812,P. Ciurria
219809,T. Bakayoko
219806,F. Adi
219803,D. Cavaré
219797,R. Martínez
219795,J. Coleman
219793,T. Didillon
219792,B. Santamaria
219789,H. Traoré
219788,C. Rivas
219787,A. Mosquera
219785,T. Holmes-Dennis
219782,Lei Tenglong
219780,Claude Gonçalves
219779,E. Assifuah
219777,Chema Rodríguez
219771,Gabriel Xavier
219768,J. Vojtuš
219767,O. Diakhité
219759,S. Molina
219758,L. Rizzo
219754,Bruno Varela
219751,Alex Soares
219746,D. Torres
219740,Kahraba
219737,C. McAleer
219736,E. Horvath
219733,L. Ajorque
219732,G. Nkoudou
219731,M. Montini
219728,Edgar Méndez
219727,L. Pérez
219721,A. Camigliano
219720,A. Boniotti
219712,S. Cristóforo
219709,Saúl
219705,D. Węglarz
219701,J. Wrąbel
219700,P. Lipski
219694,C. Johansson
219693,Diego Carlos
219689,S. Lizana
219688,M. López
219686,Carlos Júnior
219684,S. Nicholson
219683,C. Tolisso
219681,J. Amavi
219680,C. Hountondji
219678,L. Mancinelli
219672,A. Gero
219670,G. Piovi
219664,L. Gordinho
219663,S. Kreyer
219661,P. Jaroszyński
219660,E. Stokes
219655,F. Zampano
219652,Rober Ibáñez
219650,Julio Rodríguez
219647,A. Vuletich
219643,O. Hadžikić
219641,Cristian López
219640,M. Pavelic
219637,Ander Cantero
219636,F. Manzano
219635,D. Oyarzún
219632,J. Manconi
219627,J. Verdugo
219626,J. Gómez
219617,J. Arzura
219605,C. Cuevas
219595,D. Quiñónes
219594,A. Barberis
219585,M. Valjent
219584,L. Lezzerini
219582,S. Fortès
219581,S. Gigot
219576,R. Battaglia
219571,Camarasa
219570,O. Bernal
219569,C. Omoigui
219566,F. Friday
219558,G. Koomson
219551,C. Shaughnessy
219550,O. Palmer
219546,J. Murillo
219536,I. Pussetto
219527,C. Mafla
219525,E. Cerutti
219523,J. Aguirre
219522,J. Ledesma
219510,E. Ofori
219505,I. van Weert
219496,Simy
219492,M. De Iriondo
219487,F. De Col
219484,D. Trickett-Smith
219482,R. Fulton
219471,C. Diedhiou
219469,S. Perica
219467,B. Halliday
219466,B. Meling
219461,E. Palmer-Brown
219458,D. Wheeler
219452,J. Fernández
219451,N. Paz
219449,M. Pepić
219448,M. Heinloth
219436,J. Clarke
219414,I. Alba
219413,E. Velasco
219411,J. Izquierdo
219409,V. Karavaev
219392,A. Rufer
219391,G. Escalante
219293,M. Helik
219279,L. Nequecaur
219268,L. Pavez Contreras
219259,R. Brown
219258,Pedro Henrique
219244,D. von Ballmoos
219216,J. Windass
219181,Pedro Tiba
219180,Dani Calvo
219177,J. Grant
219174,R. Carrera
219167,S. Vittor
219163,J. Kellermann
219160,V. Cantillo
219158,M. Mosquera
219145,G. Maripán
219127,P. Galdames
219091,J. Fuentes
219090,R. Osorio
219087,S. Vegas
218991,M. Gómez
218981,H. Palacios
218971,S. Gbohouo
218938,S. Silva
218936,Rafa Soares
218922,G. Davies
218888,Y. Bobb
218887,O. Custodio
218880,S. Marreh
218863,M. Deville
218747,C. Pinares
218746,Pozo
218745,O. Ntcham
218744,J. Byrne
218743,A. Zapata
218738,Ely
218737,Gabriel
218717,G. Mhango
218687,J. Domínguez
218667,Bernardo Silva
218660,J. Sims
218659,M. Targett
218658,D. Iorfa
218656,S. Mockenhaupt
218651,P. Sotiriou
218646,M. Smith
218623,Cafú
218621,F. Sánchez
218593,S. Moore
218591,S. Long
218585,S. Griffin
218576,W. Aimson
218540,A. Oyongo
218534,S. Adamyan
218471,Kim Min Woo
218470,G. De Feo
218381,S. Matthews
218359,D. Ndong
218353,A. Appindangoye
218345,J. Zacaría
218343,R. Hedges
218341,J. Elez
218339,M. Dahoud
218311,J. Dossou
218298,S. Allagbé
218292,D. Djigla
218216,F. Ben Mustapha
218214,F. Ben Youssef
218208,C. Fuentes
218182,G. Mencia
218154,K. Billiat
218066,M. Samatta
218057,J. Jesgarzewski
218050,M. Abarhoun
218047,P. Bijen
218033,J. Oosterwijk
217998,C. Arango
217994,M. Crowe
217992,M. Timlin
217990,J. Gómez
217972,L. Maldonado
217940,D. Djené
217877,T. Bongonda
217870,G. Di Lorenzo
217852,K. Molino
217845,A. Hjulsager
217844,Djavan
217841,M. Schultz
217826,J. Laurent
217813,G. Lajud
217811,J. Henestrosa
217807,J. Mendoza
217805,A. Martín Arias
217794,B. Véjar
217759,Lolo
217758,C. Washington
217731,Sandro
217730,S. Zwierschitz
217714,P. Arriola
217710,M. Barragán
217709,Raphael Silva
217699,I. Slimani
217696,A. Doukha
217653,H. Takahashi
217649,S. Gonda
217648,G. Haraguchi
217647,J. Tanaka
217646,S. Nishikawa
217645,Y. Kurihara
217639,Y. Kashiwagi
217620,A. Seck
217610,Mamadu Candé
217606,E. Boateng
217605,L. Lerager
217546,Sequeira
217540,D. Fofana
217532,M. El-Munir
217502,A. Kofler
217441,S. Makani
217391,Michael Pinto
217332,E. Monthe
217287,J. De Sart
217277,Ángel Galván
217242,Y. Kubo
217235,Zainadine
217217,D. Cerén
217201,E. Triverio
217196,J. Palomino
217193,J. Corrales
217191,O. Threlkeld
217190,A. Flores
217168,J. Abella
217167,G. Sandoval
217160,Peng Xinli
217156,Zhang Lie
217153,Wu Xi
217140,A. Gilliead
217138,Platini
217096,J. Lumley
217086,C. Amissi
217085,V. García
217054,H. Cummings
217047,A. Godoy
217036,Álex Moreno
217021,Sandro Lima
217007,M. Thiam
216981,G. Kastaneer
216979,R. Dadashov
216939,A. Blake
216860,V. Černý
216836,Álvaro Peña
216834,M. Perez
216833,J. Houwen
216823,V. Vermeij
216820,M. Simon
216816,G. Simeone
216815,Flávio
216814,S. Uçan
216811,K. Waston
216802,J. Kaprof
216799,G. Di Chiara
216795,C. Long
216793,J. Beauguel
216791,M. Pennington
216790,C. Grant
216778,Rúben Semedo
216774,W. Hoedt
216773,R. Gyasi
216751,D. Bejarano
216750,P. Carlgren
216749,Carlos Mané
216746,M. Koj
216744,C. Burgess
216742,M. Mevlja
216736,Wang Shangyuan
216730,S. Gregersen
216709,A. Sušac
216706,F. Mussis
216705,I. Jáuregui
216700,M. Meza
216699,G. Zelalem
216698,M. Garcia
216692,S. Torrico
216688,O. Mudrinski
216665,M. Cremonesi
216656,J. Sinclair
216655,Bastos
216643,L. Dubois
216627,K. Moore
216605,Akapo
216594,N. Fekir
216568,Mario Barco
216563,C. Martin
216549,A. Sørloth
216547,Rafa
216542,J. Borg
216540,W. Eskelinen
216535,J. Bandowski
216534,R. Rodriguez
216531,Paulinho
216530,P. Velázquez
216526,A. Gogić
216524,J. Eickmayer
216523,M. Oikonomou
216520,J. Güemez
